filename;file_size;file_attributes;region_count;region_id;region_shape_attributes;region_attributes
D20201113T153715_2086.png;2011330;{};1;1;{"name": "roi", "left_rois": [[190, 405, 466, 127], [359, 278, 390, 106]], "right_rois": [[254, 405, 466, 127], [401, 278, 390, 106]]};{"region": "body"}
D20201113T153715_2132.png;2006481;{};1;1;{"name": "roi", "left_rois": [[318, 304, 381, 93], [184, 416, 464, 112]], "right_rois": [[360, 304, 381, 93], [255, 416, 464, 112]]};{"region": "body"}
D20201113T153715_2178.png;2021859;{};1;1;{"name": "roi", "left_rois": [[315, 285, 388, 93], [196, 409, 476, 107]], "right_rois": [[351, 285, 388, 93], [255, 409, 476, 107]]};{"region": "body"}
D20201113T153715_2224.png;2033324;{};1;1;{"name": "roi", "left_rois": [[327, 272, 379, 95], [237, 410, 467, 100], [563, 129, 373, 127]], "right_rois": [[365, 272, 379, 95], [277, 410, 467, 100], [603, 129, 373, 127]]};{"region": "body"}
D20201113T153715_2270.png;2019494;{};1;1;{"name": "roi", "left_rois": [[329, 263, 366, 98], [560, 116, 382, 132]], "right_rois": [[365, 263, 366, 98], [591, 116, 382, 132]]};{"region": "body"}
D20201113T153715_2316.png;2044341;{};1;1;{"name": "roi", "left_rois": [[324, 252, 362, 97], [560, 110, 374, 126]], "right_rois": [[365, 252, 362, 97], [591, 110, 374, 126]]};{"region": "body"}
D20201113T153715_2362.png;1977196;{};1;1;{"name": "roi", "left_rois": [[324, 252, 358, 113], [213, 421, 433, 124]], "right_rois": [[365, 252, 358, 113], [276, 421, 433, 124]]};{"region": "body"}
D20201113T153715_2408.png;1968340;{};1;1;{"name": "roi", "left_rois": [[302, 256, 392, 109], [211, 393, 445, 137], [516, 62, 390, 128]], "right_rois": [[340, 256, 392, 109], [276, 393, 445, 137], [552, 62, 390, 128]]};{"region": "body"}
D20201113T153715_2454.png;1943096;{};1;1;{"name": "roi", "left_rois": [[322, 238, 385, 108], [204, 404, 470, 128], [543, 60, 396, 128]], "right_rois": [[364, 238, 385, 108], [267, 404, 470, 128], [586, 60, 396, 128]]};{"region": "body"}
D20201113T153715_2500.png;2028440;{};1;1;{"name": "roi", "left_rois": [[378, 229, 377, 107], [235, 398, 473, 126], [575, 68, 392, 124]], "right_rois": [[420, 229, 377, 107], [284, 398, 473, 126], [617, 68, 392, 124]]};{"region": "body"}
D20201113T153715_2546.png;2025553;{};1;1;{"name": "roi", "left_rois": [[271, 401, 461, 114], [610, 119, 396, 137], [175, 168, 382, 82]], "right_rois": [[317, 401, 461, 114], [651, 119, 396, 137], [202, 168, 382, 82]]};{"region": "body"}
D20201113T153715_2592.png;1940655;{};1;1;{"name": "roi", "left_rois": [[274, 423, 469, 115], [611, 192, 434, 123], [173, 150, 379, 97]], "right_rois": [[317, 423, 469, 115], [658, 192, 434, 123], [208, 150, 379, 97]]};{"region": "body"}
D20201113T153715_2638.png;2004204;{};1;1;{"name": "roi", "left_rois": [[280, 434, 451, 125], [604, 218, 434, 123]], "right_rois": [[345, 434, 451, 125], [658, 218, 434, 123]]};{"region": "body"}
D20201113T153715_2684.png;2020778;{};1;1;{"name": "roi", "left_rois": [[300, 430, 462, 131], [591, 200, 434, 123]], "right_rois": [[345, 430, 462, 131], [639, 200, 434, 123]]};{"region": "body"}
D20201113T153715_2730.png;1855670;{};1;1;{"name": "roi", "left_rois": [[281, 417, 453, 126], [590, 180, 428, 121], [204, 178, 373, 116]], "right_rois": [[357, 417, 453, 126], [639, 180, 428, 121], [235, 178, 373, 116]]};{"region": "body"}
D20201113T153715_2776.png;1946290;{};1;1;{"name": "roi", "left_rois": [[592, 177, 429, 104]], "right_rois": [[639, 177, 429, 104]]};{"region": "body"}
D20201113T153715_2822.png;1917328;{};1;1;{"name": "roi", "left_rois": [[513, 242, 450, 120]], "right_rois": [[569, 242, 450, 120]]};{"region": "body"}
D20201113T153715_2868.png;2009039;{};1;1;{"name": "roi", "left_rois": [[568, 270, 415, 99]], "right_rois": [[626, 270, 415, 99]]};{"region": "body"}
D20201113T153715_2914.png;1930637;{};1;1;{"name": "roi", "left_rois": [[595, 171, 391, 121], [305, 418, 463, 143], [196, 207, 367, 116]], "right_rois": [[634, 171, 391, 121], [362, 418, 463, 143], [231, 207, 367, 116]]};{"region": "body"}
D20201113T153715_2960.png;2015764;{};1;1;{"name": "roi", "left_rois": [[591, 134, 394, 123], [528, 297, 410, 89], [302, 433, 456, 145]], "right_rois": [[627, 134, 394, 123], [568, 297, 410, 89], [373, 433, 456, 145]]};{"region": "body"}
D20201113T153715_3006.png;2021606;{};1;1;{"name": "roi", "left_rois": [[607, 122, 394, 106], [567, 288, 363, 93], [327, 422, 461, 117]], "right_rois": [[640, 122, 394, 106], [622, 288, 363, 93], [378, 422, 461, 117]]};{"region": "body"}
D20201113T153715_3052.png;1960874;{};1;1;{"name": "roi", "left_rois": [[615, 140, 395, 102], [209, 189, 363, 93], [235, 337, 366, 93]], "right_rois": [[649, 140, 395, 102], [244, 189, 363, 93], [285, 337, 366, 93]]};{"region": "body"}
D20201113T153715_3098.png;1949444;{};1;1;{"name": "roi", "left_rois": [[638, 139, 389, 103], [216, 181, 363, 93], [245, 310, 360, 80]], "right_rois": [[666, 139, 389, 103], [241, 181, 363, 93], [294, 310, 360, 80]]};{"region": "body"}
D20201113T153715_3144.png;2006308;{};1;1;{"name": "roi", "left_rois": [[662, 149, 372, 109], [220, 195, 371, 92], [222, 304, 390, 83], [345, 415, 454, 104]], "right_rois": [[690, 149, 372, 109], [236, 195, 371, 92], [253, 304, 390, 83], [394, 415, 454, 104]]};{"region": "body"}
D20201113T153715_3190.png;1999405;{};1;1;{"name": "roi", "left_rois": [[671, 146, 388, 108], [214, 195, 371, 92], [205, 300, 378, 81], [339, 426, 449, 98]], "right_rois": [[706, 146, 388, 108], [236, 195, 371, 92], [251, 300, 378, 81], [394, 426, 449, 98]]};{"region": "body"}
D20201113T153715_3236.png;2012337;{};1;1;{"name": "roi", "left_rois": [[671, 156, 403, 116], [214, 196, 371, 92], [197, 314, 367, 99], [337, 425, 443, 110]], "right_rois": [[707, 156, 403, 116], [253, 196, 371, 92], [246, 314, 367, 99], [395, 425, 443, 110]]};{"region": "body"}
D20201113T153715_3282.png;2016759;{};1;1;{"name": "roi", "left_rois": [[683, 139, 394, 121], [234, 193, 377, 95], [188, 306, 397, 92], [331, 428, 463, 123]], "right_rois": [[722, 139, 394, 121], [260, 193, 377, 95], [214, 306, 397, 92], [382, 428, 463, 123]]};{"region": "body"}
D20201113T153715_3328.png;2003533;{};1;1;{"name": "roi", "left_rois": [[712, 138, 374, 116], [230, 184, 380, 103], [171, 299, 385, 97], [351, 422, 452, 119]], "right_rois": [[744, 138, 374, 116], [255, 184, 380, 103], [214, 299, 385, 97], [392, 422, 452, 119]]};{"region": "body"}
D20201113T153715_3374.png;2000066;{};1;1;{"name": "roi", "left_rois": [[726, 150, 367, 115], [218, 185, 380, 103], [173, 308, 374, 97], [355, 423, 452, 119]], "right_rois": [[760, 150, 367, 115], [255, 185, 380, 103], [214, 308, 374, 97], [402, 423, 452, 119]]};{"region": "body"}
D20201113T153715_3420.png;1843276;{};1;1;{"name": "roi", "left_rois": [[734, 184, 397, 116], [223, 157, 390, 112], [193, 305, 390, 84], [366, 406, 457, 109]], "right_rois": [[760, 184, 397, 116], [255, 157, 390, 112], [214, 305, 390, 84], [416, 406, 457, 109]]};{"region": "body"}
D20201113T153715_3466.png;1936308;{};1;1;{"name": "roi", "left_rois": [[758, 206, 361, 119], [232, 127, 391, 108], [245, 287, 371, 83], [360, 414, 460, 120]], "right_rois": [[792, 206, 361, 119], [261, 127, 391, 108], [272, 287, 371, 83], [416, 414, 460, 120]]};{"region": "body"}
D20201113T153715_3512.png;1917695;{};1;1;{"name": "roi", "left_rois": [[248, 122, 385, 88], [359, 417, 460, 120], [256, 294, 391, 90]], "right_rois": [[275, 122, 385, 88], [416, 417, 460, 120], [292, 294, 391, 90]]};{"region": "body"}
D20201113T153715_3558.png;1946041;{};1;1;{"name": "roi", "left_rois": [[260, 139, 383, 97], [362, 431, 460, 120], [265, 311, 407, 98]], "right_rois": [[293, 139, 383, 97], [425, 431, 460, 120], [320, 311, 407, 98]]};{"region": "body"}
D20201113T153715_3604.png;1986745;{};1;1;{"name": "roi", "left_rois": [[361, 438, 460, 120], [396, 237, 415, 117]], "right_rois": [[425, 438, 460, 120], [429, 237, 415, 117]]};{"region": "body"}
D20201113T153715_3650.png;1891997;{};1;1;{"name": "roi", "left_rois": [[757, 174, 404, 141], [351, 463, 439, 100]], "right_rois": [[787, 174, 404, 141], [403, 463, 439, 100]]};{"region": "body"}
D20201113T153715_3696.png;1964715;{};1;1;{"name": "roi", "left_rois": [[425, 345, 421, 100], [340, 462, 439, 100]], "right_rois": [[472, 345, 421, 100], [381, 462, 439, 100]]};{"region": "body"}
D20201113T153715_3742.png;1932470;{};1;1;{"name": "roi", "left_rois": [[760, 223, 407, 115], [304, 479, 439, 100], [426, 373, 421, 94], [53, 245, 355, 115]], "right_rois": [[795, 223, 407, 115], [362, 479, 439, 100], [465, 373, 421, 94], [83, 245, 355, 115]]};{"region": "body"}
D20201113T153715_3788.png;1953093;{};1;1;{"name": "roi", "left_rois": [[304, 479, 439, 100], [431, 370, 412, 88]], "right_rois": [[362, 479, 439, 100], [479, 370, 412, 88]]};{"region": "body"}
D20201113T153715_3834.png;1935517;{};1;1;{"name": "roi", "left_rois": [[288, 485, 456, 129], [716, 206, 390, 135]], "right_rois": [[346, 485, 456, 129], [744, 206, 390, 135]]};{"region": "body"}
D20201113T153715_3880.png;1937837;{};1;1;{"name": "roi", "left_rois": [[286, 460, 453, 149], [682, 203, 364, 150]], "right_rois": [[346, 460, 453, 149], [729, 203, 364, 150]]};{"region": "body"}
D20201113T153715_3926.png;1998807;{};1;1;{"name": "roi", "left_rois": [[292, 419, 446, 115], [625, 206, 416, 116]], "right_rois": [[356, 419, 446, 115], [668, 206, 416, 116]]};{"region": "body"}
D20201113T153715_3972.png;2002344;{};1;1;{"name": "roi", "left_rois": [[314, 391, 457, 118], [600, 250, 430, 113]], "right_rois": [[375, 391, 457, 118], [649, 250, 430, 113]]};{"region": "body"}
D20201113T153715_4018.png;1975899;{};1;1;{"name": "roi", "left_rois": [[304, 401, 452, 118]], "right_rois": [[368, 401, 452, 118]]};{"region": "body"}
D20201113T153715_4064.png;1914340;{};1;1;{"name": "roi", "left_rois": [[300, 419, 435, 90], [816, 443, 406, 103]], "right_rois": [[365, 419, 435, 90], [852, 443, 406, 103]]};{"region": "body"}
D20201113T153715_4110.png;1904424;{};1;1;{"name": "roi", "left_rois": [[277, 402, 445, 112], [532, 243, 406, 103]], "right_rois": [[330, 402, 445, 112], [559, 243, 406, 103]]};{"region": "body"}
D20201113T153715_4156.png;1985380;{};1;1;{"name": "roi", "left_rois": [[777, 439, 402, 98], [528, 250, 406, 103], [255, 389, 457, 124]], "right_rois": [[819, 439, 402, 98], [559, 250, 406, 103], [313, 389, 457, 124]]};{"region": "body"}
D20201113T153715_4202.png;1894427;{};1;1;{"name": "roi", "left_rois": [[804, 436, 397, 95], [478, 256, 386, 95], [291, 376, 444, 116]], "right_rois": [[839, 436, 397, 95], [510, 256, 386, 95], [313, 376, 444, 116]]};{"region": "body"}
D20201113T153715_4248.png;1951630;{};1;1;{"name": "roi", "left_rois": [[772, 443, 402, 87], [261, 274, 387, 100], [303, 390, 419, 109]], "right_rois": [[798, 443, 402, 87], [307, 274, 387, 100], [356, 390, 419, 109]]};{"region": "body"}
D20201113T153715_4294.png;1955121;{};1;1;{"name": "roi", "left_rois": [[756, 438, 402, 87], [269, 404, 454, 97]], "right_rois": [[790, 438, 402, 87], [303, 404, 454, 97]]};{"region": "body"}
D20201113T153715_4340.png;1919554;{};1;1;{"name": "roi", "left_rois": [[281, 391, 437, 104], [106, 257, 350, 118]], "right_rois": [[337, 391, 437, 104], [142, 257, 350, 118]]};{"region": "body"}
D20201113T153715_4386.png;1963940;{};1;1;{"name": "roi", "left_rois": [[293, 392, 434, 106], [106, 257, 354, 113], [770, 431, 393, 113]], "right_rois": [[337, 392, 434, 106], [142, 257, 354, 113], [802, 431, 393, 113]]};{"region": "body"}
D20201113T153715_4432.png;1899017;{};1;1;{"name": "roi", "left_rois": [[290, 380, 428, 110], [109, 253, 366, 108], [788, 412, 393, 108]], "right_rois": [[337, 380, 428, 110], [132, 253, 366, 108], [826, 412, 393, 108]]};{"region": "body"}
D20201113T153715_4478.png;1881119;{};1;1;{"name": "roi", "left_rois": [[299, 387, 412, 104], [788, 412, 377, 104], [440, 245, 362, 110]], "right_rois": [[348, 387, 412, 104], [826, 412, 377, 104], [470, 245, 362, 110]]};{"region": "body"}
D20201113T153715_4524.png;1875350;{};1;1;{"name": "roi", "left_rois": [[347, 359, 413, 110], [798, 421, 392, 126], [240, 499, 415, 119]], "right_rois": [[403, 359, 413, 110], [841, 421, 392, 126], [298, 499, 415, 119]]};{"region": "body"}
D20201113T153715_4570.png;1866160;{};1;1;{"name": "roi", "left_rois": [[214, 481, 419, 115]], "right_rois": [[249, 481, 419, 115]]};{"region": "body"}
D20201113T153715_4616.png;1881021;{};1;1;{"name": "roi", "left_rois": [[329, 376, 423, 111], [36, 260, 372, 99]], "right_rois": [[377, 376, 423, 111], [49, 260, 372, 99]]};{"region": "body"}
D20201113T153715_4662.png;1863928;{};1;1;{"name": "roi", "left_rois": [[321, 388, 404, 114], [771, 421, 388, 113]], "right_rois": [[367, 388, 404, 114], [806, 421, 388, 113]]};{"region": "body"}
D20201113T153715_4708.png;1878932;{};1;1;{"name": "roi", "left_rois": [[322, 430, 429, 116], [489, 174, 359, 118]], "right_rois": [[367, 430, 429, 116], [516, 174, 359, 118]]};{"region": "body"}
D20201113T153715_4754.png;1925485;{};1;1;{"name": "roi", "left_rois": [[205, 346, 375, 72]], "right_rois": [[252, 346, 375, 72]]};{"region": "body"}
D20201113T153715_4800.png;1913960;{};1;1;{"name": "roi", "left_rois": [[148, 157, 365, 99], [341, 423, 411, 115]], "right_rois": [[176, 157, 365, 99], [385, 423, 411, 115]]};{"region": "body"}
D20201113T153715_4846.png;1937193;{};1;1;{"name": "roi", "left_rois": [[613, 245, 405, 113], [309, 438, 422, 120]], "right_rois": [[646, 245, 405, 113], [362, 438, 422, 120]]};{"region": "body"}
D20201113T153715_4892.png;1918788;{};1;1;{"name": "roi", "left_rois": [[591, 250, 405, 113], [152, 383, 367, 87]], "right_rois": [[622, 250, 405, 113], [189, 383, 367, 87]]};{"region": "body"}
D20201113T153715_4938.png;1922654;{};1;1;{"name": "roi", "left_rois": [[558, 286, 396, 108], [252, 445, 434, 107]], "right_rois": [[595, 286, 396, 108], [297, 445, 434, 107]]};{"region": "body"}
D20201113T153715_4984.png;1869303;{};1;1;{"name": "roi", "left_rois": [[529, 296, 403, 110], [202, 454, 435, 111]], "right_rois": [[565, 296, 403, 110], [251, 454, 435, 111]]};{"region": "body"}
D20201113T153715_5122.png;1796680;{};1;1;{"name": "roi", "left_rois": [[599, 315, 367, 169], [250, 207, 297, 104]], "right_rois": [[633, 315, 367, 169], [288, 207, 297, 104]]};{"region": "body"}
D20201113T153715_5168.png;1789061;{};1;1;{"name": "roi", "left_rois": [[250, 184, 333, 126]], "right_rois": [[284, 184, 333, 126]]};{"region": "body"}
D20201113T153715_5214.png;1870480;{};1;1;{"name": "roi", "left_rois": [[203, 213, 372, 118]], "right_rois": [[233, 213, 372, 118]]};{"region": "body"}
D20201113T153715_5260.png;1765064;{};1;1;{"name": "roi", "left_rois": [[280, 307, 362, 103], [742, 332, 311, 98]], "right_rois": [[321, 307, 362, 103], [768, 332, 311, 98]]};{"region": "body"}
D20201113T153715_5306.png;1773677;{};1;1;{"name": "roi", "left_rois": [[599, 452, 332, 88]], "right_rois": [[624, 452, 332, 88]]};{"region": "body"}
D20201113T153715_5352.png;1859627;{};1;1;{"name": "roi", "left_rois": [[100, 377, 447, 109]], "right_rois": [[124, 377, 447, 109]]};{"region": "body"}
D20201113T153715_5398.png;1793905;{};1;1;{"name": "roi", "left_rois": [[179, 483, 436, 107], [61, 201, 330, 93]], "right_rois": [[237, 483, 436, 107], [81, 201, 330, 93]]};{"region": "body"}
D20201113T153715_5444.png;1782005;{};1;1;{"name": "roi", "left_rois": [[651, 419, 372, 118]], "right_rois": [[694, 419, 372, 118]]};{"region": "body"}
D20201113T153715_5490.png;1741170;{};1;1;{"name": "roi", "left_rois": [[684, 403, 334, 180]], "right_rois": [[746, 403, 334, 180]]};{"region": "body"}
D20201113T153715_5536.png;1754696;{};1;1;{"name": "roi", "left_rois": [[602, 404, 389, 148]], "right_rois": [[634, 404, 389, 148]]};{"region": "body"}
D20201113T153715_5582.png;1805248;{};1;1;{"name": "roi", "left_rois": [[581, 417, 377, 121]], "right_rois": [[630, 417, 377, 121]]};{"region": "body"}
D20201113T153715_5628.png;1838712;{};1;1;{"name": "roi", "left_rois": [[119, 315, 433, 116]], "right_rois": [[157, 315, 433, 116]]};{"region": "body"}
D20201113T153715_5674.png;1832453;{};1;1;{"name": "roi", "left_rois": [[409, 196, 382, 140]], "right_rois": [[440, 196, 382, 140]]};{"region": "body"}
D20201113T153715_5720.png;1815512;{};1;1;{"name": "roi", "left_rois": [[247, 394, 409, 111], [469, 274, 402, 88]], "right_rois": [[296, 394, 409, 111], [510, 274, 402, 88]]};{"region": "body"}
D20201113T153715_5766.png;1822943;{};1;1;{"name": "roi", "left_rois": [[296, 401, 408, 105], [85, 166, 354, 80], [476, 286, 407, 98]], "right_rois": [[335, 401, 408, 105], [106, 166, 354, 80], [504, 286, 407, 98]]};{"region": "body"}
D20201113T153715_5812.png;1831517;{};1;1;{"name": "roi", "left_rois": [[308, 404, 427, 109]], "right_rois": [[357, 404, 427, 109]]};{"region": "body"}
D20201113T153715_5858.png;1839593;{};1;1;{"name": "roi", "left_rois": [[306, 423, 420, 119]], "right_rois": [[357, 423, 420, 119]]};{"region": "body"}
D20201113T153715_5904.png;1778599;{};1;1;{"name": "roi", "left_rois": [[245, 436, 436, 98]], "right_rois": [[284, 436, 436, 98]]};{"region": "body"}
D20201113T153715_5950.png;1875808;{};1;1;{"name": "roi", "left_rois": [[228, 394, 415, 113], [114, 107, 305, 117]], "right_rois": [[271, 394, 415, 113], [138, 107, 305, 117]]};{"region": "body"}
D20201113T153715_5996.png;1862914;{};1;1;{"name": "roi", "left_rois": [[220, 394, 434, 118]], "right_rois": [[259, 394, 434, 118]]};{"region": "body"}
D20201113T153715_6042.png;1888155;{};1;1;{"name": "roi", "left_rois": [[224, 374, 419, 112], [225, 81, 352, 90]], "right_rois": [[267, 374, 419, 112], [244, 81, 352, 90]]};{"region": "body"}
D20201113T153715_6088.png;1883815;{};1;1;{"name": "roi", "left_rois": [[247, 355, 395, 117]], "right_rois": [[293, 355, 395, 117]]};{"region": "body"}
D20201113T153715_6134.png;1872418;{};1;1;{"name": "roi", "left_rois": [[272, 371, 412, 109]], "right_rois": [[325, 371, 412, 109]]};{"region": "body"}
D20201113T153715_6180.png;1802471;{};1;1;{"name": "roi", "left_rois": [[312, 345, 386, 108], [460, 174, 376, 138]], "right_rois": [[353, 345, 386, 108], [491, 174, 376, 138]]};{"region": "body"}
